date,nav,market price
20250804,32.4888,32.47
20250803,32.0984,32.01
20250802,32.0984,32.01
20250801,32.0984,32.01
20250731,33.1303,33.04
20250730,32.9269,33.07
20250729,33.2529,33.25
20250728,33.3625,33.41
20250727,33.0265,33.06
20250726,33.0265,33.06
20250725,33.0265,33.06
20250724,33.7155,33.70
20250723,33.4938,33.53
20250722,33.8129,33.77
20250721,33.1246,33.05
20250720,33.2521,33.21
20250719,33.2521,33.21
20250718,33.2521,33.21
20250717,33.8345,33.68
20250716,33.7264,33.76
20250715,33.0180,32.96
20250714,33.8939,33.93
20250713,33.3476,33.44
20250712,33.3476,33.44
20250711,33.3476,33.44
20250710,32.0930,32.11
20250709,31.2693,31.65
20250708,30.8095,30.78
20250707,30.5938,30.57
20250706,31.0600,30.93
20250705,31.0600,30.93
20250704,31.0600,30.93
20250703,31.0600,30.93
20250702,30.9769,31.04
20250701,29.8678,29.83
20250630,30.3986,30.47
20250629,30.2259,30.23
20250628,30.2259,30.23
20250627,30.2259,30.23
20250626,30.4192,30.45
20250625,30.4772,30.50
20250624,29.8453,29.91
20250623,29.1289,29.21
20250622,29.2010,29.25
20250621,29.2010,29.25
20250620,29.2010,29.25
20250619,29.4241,29.38
20250618,29.4241,29.38
20250617,29.6887,29.63
20250616,30.7271,30.74
20250615,29.7513,29.76
20250614,29.7513,29.76
20250613,29.7513,29.76
20250612,30.4152,30.23
20250611,30.7710,30.79
20250610,31.0509,31.00
20250609,30.7212,30.77
20250608,29.5354,29.52
20250607,29.5354,29.52
20250606,29.5354,29.52
20250605,28.9380,28.83
20250604,29.7049,29.71
20250603,30.0624,30.08
20250602,29.5197,29.56
20250601,29.6287,29.60
20250531,29.6287,29.60
20250530,29.6287,29.60
20250529,29.9450,29.90
20250528,30.3860,30.27
20250527,31.0605,31.14
20250526,30.8148,30.77
20250525,30.8148,30.77
20250524,30.8148,30.77
20250523,30.8148,30.77
20250522,31.5556,31.46
20250521,30.4393,30.72
20250520,30.0643,30.29
20250519,29.7446,29.87
20250518,29.3590,29.43
20250517,29.3590,29.43
20250516,29.3590,29.43
20250515,29.1369,29.21
20250514,29.2776,29.23
20250513,29.5803,29.67
20250512,28.7957,28.82
20250511,29.1658,29.20
20250510,29.1658,29.20
20250509,29.1658,29.20
20250508,28.6249,28.66
20250507,27.2253,27.21
20250506,26.8872,26.86
20250505,26.7640,26.70
20250504,27.4485,27.45
20250503,27.4485,27.45
20250502,27.4485,27.45
20250501,27.3303,27.34
20250430,26.5836,26.63
20250429,26.9732,26.98
20250428,26.7918,26.82
20250427,26.9215,26.99
20250426,26.9215,26.99
20250425,26.9215,26.99
20250424,26.4496,26.49
20250423,26.4123,26.48
20250422,25.8902,25.92
20250421,24.6655,24.75
20250420,23.9903,24.04
20250419,23.9903,24.04
20250418,23.9903,24.04
20250417,23.9903,24.04
20250416,23.7836,23.87
20250415,23.7792,23.78
20250414,24.0469,24.03
20250413,23.6968,23.71
20250412,23.6968,23.71
20250411,23.6968,23.71
20250410,22.4890,22.50
20250409,23.2576,23.25
20250408,21.7009,21.71
20250407,22.1696,22.08
20250406,23.7873,23.75
20250405,23.7873,23.75
20250404,23.7873,23.75
20250403,23.2027,23.18
20250402,24.4336,24.57
20250401,24.0467,24.04
20250331,23.4699,23.31
20250330,23.6684,23.69
20250329,23.6684,23.69
20250328,23.6684,23.69
20250327,24.6818,24.63
20250326,24.4049,24.47
20250325,24.9027,24.93
20250324,24.9778,24.96
20250323,23.7499,23.75
20250322,23.7499,23.75
20250321,23.7499,23.75
20250320,23.7969,23.80
20250319,24.1586,24.18
20250318,23.1934,23.30
20250317,23.9000,23.92
20250316,23.9458,23.93
20250315,23.9458,23.93
20250314,23.9458,23.93
20250313,22.7647,22.68
20250312,23.4146,23.45
20250311,23.5211,23.48
20250310,22.2051,22.40
20250309,24.7820,24.60
20250308,24.7820,24.60
20250307,24.7820,24.60
20250306,25.1700,25.21
20250305,25.4882,25.60
20250304,24.9037,24.56
20250303,24.2478,24.34
20250302,23.7681,23.80
20250301,23.7681,23.80
20250228,23.7681,23.80
20250227,23.5168,23.56
20250226,23.6408,23.82
20250225,24.9343,24.91
20250224,26.6599,26.60
20250223,26.9210,26.83
20250222,26.9210,26.83
20250221,26.9210,26.83
20250220,27.8750,27.89
20250219,27.2414,27.22
20250218,26.6036,26.64
20250217,27.6850,27.55
20250216,27.6850,27.55
20250215,27.6850,27.55
20250214,27.6850,27.55
20250213,27.1725,27.24
20250212,27.4975,27.45
20250211,26.9112,26.93
20250210,27.5453,27.55
20250209,27.2036,27.09
20250208,27.2036,27.09
20250207,27.2036,27.09
20250206,27.2890,27.43
20250205,27.5821,27.55
20250204,27.9086,27.92
20250203,28.7629,28.66
20250202,28.8242,28.71
20250201,28.8242,28.71
20250131,28.8242,28.71
20250130,29.8410,29.70
20250129,29.4016,29.51
20250128,28.8379,28.63
20250127,28.4078,28.67
20250126,29.7834,29.68
20250125,29.7834,29.68
20250124,29.7834,29.68
20250123,29.5769,29.29
20250122,29.5284,29.52
20250121,30.1571,30.05
20250120,29.7760,29.62
20250119,29.7760,29.62
20250118,29.7760,29.62
20250117,29.7760,29.62
20250116,28.4182,28.40
20250115,28.2978,28.20
20250114,27.2978,27.27
20250113,26.1707,26.52
20250112,26.8555,26.79
20250111,26.8555,26.79
20250110,26.8555,26.79
20250109,26.5979,26.58
20250108,26.5979,26.58
20250107,27.2534,27.27
20250106,28.8902,28.93
20250105,27.8517,27.85
20250104,27.8517,27.85
20250103,27.8517,27.85
20250102,27.5713,27.56
20250101,26.5088,26.43
20241231,26.5088,26.43
20241230,26.7162,26.67
20241229,26.6930,26.74
20241228,26.6930,26.74
20241227,26.6930,26.74
20241226,27.0233,27.03
20241225,27.6036,27.92
20241224,27.6036,27.92
20241223,26.2427,26.32
20241222,27.3928,27.23
20241221,27.3928,27.23
20241220,27.3928,27.23
20241219,27.2743,27.23
20241218,28.6741,28.48
20241217,30.1265,30.18
20241216,30.0507,29.91
20241215,28.7452,28.78
20241214,28.7452,28.78
20241213,28.7452,28.78
20241212,28.2419,28.35
20241211,28.6987,28.68
20241210,27.2264,27.26
20241209,27.3676,27.22
20241208,28.7893,28.73
20241207,28.7893,28.73
20241206,28.7893,28.73
20241205,27.9254,28.00
20241204,27.8775,28.02
20241203,27.0200,27.09
20241202,27.1346,27.08
20241201,27.5708,27.45
20241130,27.5708,27.45
20241129,27.5708,27.45
20241128,27.4201,27.34
20241127,27.4201,27.34
20241126,25.8324,25.72
20241125,26.8478,26.83
20241124,28.1015,28.10
20241123,28.1015,28.10
20241122,28.1015,28.10
20241121,27.8075,27.78
20241120,26.6754,26.64
20241119,26.3422,26.22
20241118,25.8160,25.94
20241117,25.7380,25.89
20241116,25.7380,25.89
20241115,25.7380,25.89
20241114,24.9635,24.75
20241113,25.6220,25.38
20241112,25.3260,25.36
20241111,24.6153,24.64
20241110,21.7110,21.71
20241109,21.7110,21.71
20241108,21.7110,21.71
20241107,21.6824,21.69
20241106,21.4722,21.59
20241105,19.6353,19.62
20241104,19.1057,19.02
20241103,19.5324,19.57
20241102,19.5324,19.57
20241101,19.5324,19.57
20241031,19.9165,19.79
20241030,20.3370,20.31
20241029,20.6456,20.56
20241028,19.6862,19.72
20241027,18.9009,18.89
20241026,18.9009,18.89
20241025,18.9009,18.89
20241024,19.2290,19.32
20241023,18.7037,18.79
20241022,19.0810,19.09
20241021,19.1094,19.17
20241020,19.4479,19.41
20241019,19.4479,19.41
20241018,19.4479,19.41
20241017,18.9199,18.91
20241016,19.1762,19.18
20241015,18.8959,18.96
20241014,18.6495,18.66
20241013,17.8305,17.87
20241012,17.8305,17.87
20241011,17.8305,17.87
20241010,16.8256,16.88
20241009,17.2533,17.25
20241008,17.5628,17.61
20241007,17.8882,17.95
20241006,17.6363,17.65
20241005,17.6363,17.65
20241004,17.6363,17.65
20241003,17.1930,17.26
20241002,17.0736,17.03
20241001,17.5007,17.47
20240930,17.9327,17.96
20240929,18.6108,18.57
20240928,18.6108,18.57
20240927,18.6108,18.57
20240926,18.4202,18.31
20240925,17.9013,17.88
20240924,18.0737,18.17
20240923,17.9288,17.91
20240922,17.7957,17.78
20240921,17.7957,17.78
20240920,17.7957,17.78
20240919,17.9363,17.89
20240918,17.0751,16.97
20240917,17.0655,16.95
20240916,16.3809,16.40
20240915,16.9352,16.91
20240914,16.9352,16.91
20240913,16.9352,16.91
20240912,16.4916,16.52
20240911,16.2743,16.30
20240910,16.3152,16.39
20240909,16.0767,16.17
20240908,15.1522,15.11
20240907,15.1522,15.11
20240906,15.1522,15.11
20240905,15.8926,15.85
20240904,16.3658,16.43
20240903,16.4040,16.41
20240902,16.6696,16.59
20240901,16.6696,16.59
20240831,16.6696,16.59
20240830,16.6696,16.59
20240829,16.7882,16.76
20240828,16.7830,16.66
20240827,17.5538,17.58
20240826,17.9613,17.92
20240825,17.9794,18.01
20240824,17.9794,18.01
20240823,17.9794,18.01
20240822,17.0552,17.06
20240821,17.2975,17.43
20240820,16.7993,16.83
20240819,16.6885,16.70
20240818,16.8838,16.89
20240817,16.8838,16.89
20240816,16.8838,16.89
20240815,16.1795,16.14
20240814,16.6724,16.66
20240813,17.1696,17.22
20240812,16.7057,16.70
20240811,17.1189,17.17
20240810,17.1189,17.17
20240809,17.1189,17.17
20240808,16.8797,16.81
20240807,15.5340,15.49
20240806,16.0299,16.10
20240805,15.0229,15.14
20240804,17.7287,17.69
20240803,17.7287,17.69
20240802,17.7287,17.69
20240801,17.8765,17.92
20240731,18.6281,18.47
20240730,18.6022,18.64
20240729,19.0622,19.04
20240728,19.1787,19.26
20240727,19.1787,19.26
20240726,19.1787,19.26
20240725,18.3101,18.29
20240724,18.6313,18.56
20240723,18.6186,18.55
20240722,19.1873,19.31
20240721,18.9910,19.02
20240720,18.9910,19.02
20240719,18.9910,19.02
20240718,17.9660,17.99
20240717,18.2810,18.29
20240716,18.3659,18.45
20240715,17.9829,17.94
20240714,16.3877,16.30
20240713,16.3877,16.30
20240712,16.3877,16.30
20240711,16.2843,16.22
20240710,16.2519,16.24
20240709,16.3430,16.37
20240708,15.9269,15.96
20240707,15.9899,15.99
20240706,15.9899,15.99
20240705,15.9899,15.99
20240704,16.9452,17.10
20240703,16.9452,17.10
20240702,17.5323,17.50
20240701,17.9041,17.87
20240630,17.0634,16.97
20240629,17.0634,16.97
20240628,17.0634,16.97
20240627,17.3917,17.35
20240626,17.1993,17.25
20240625,17.5234,17.51
20240624,16.9565,16.78
20240623,18.1124,18.17
20240622,18.1124,18.17
20240621,18.1124,18.17
20240620,18.3697,18.40
20240619,18.2144,18.20
20240618,18.2144,18.20
20240617,18.8828,18.87
20240616,18.5028,18.51
20240615,18.5028,18.51
20240614,18.5028,18.51
20240613,18.8649,18.82
20240612,19.3446,19.08
20240611,19.0234,19.07
20240610,19.6957,19.67
20240609,19.5399,19.57
20240608,19.5399,19.57
20240607,19.5399,19.57
20240606,20.0264,19.95
20240605,20.1054,20.17
20240604,19.9283,19.93
20240603,19.5455,19.58
20240602,19.0860,19.13
20240601,19.0860,19.13
20240531,19.0860,19.13
20240530,19.5017,19.44
20240529,19.0638,19.00
20240528,19.2889,19.35
20240527,19.4967,19.58
20240526,19.4967,19.58
20240525,19.4967,19.58
20240524,19.4967,19.58
20240523,19.0454,18.99
20240522,19.6882,19.72
20240521,19.6788,19.58
20240520,19.6104,19.85
20240519,18.9148,18.99
20240518,18.9148,18.99
20240517,18.9148,18.99
20240516,18.4680,18.45
20240515,18.6450,18.70
20240514,17.3957,17.42
20240513,17.8177,17.87
20240512,17.1575,17.17
20240511,17.1575,17.17
20240510,17.1575,17.17
20240509,17.6245,17.65
20240508,17.6099,17.59
20240507,17.8531,17.85
20240506,17.8391,17.87
20240505,17.4714,17.59
20240504,17.4714,17.59
20240503,17.4714,17.59
20240502,16.7400,16.80
20240501,16.3732,16.10
20240430,16.9589,16.71
20240429,17.7353,17.80
20240428,18.0726,18.03
20240427,18.0726,18.03
20240426,18.0726,18.03
20240425,18.2813,18.32
20240424,18.1620,18.08
20240423,18.8347,18.82
20240422,18.7707,18.85
20240421,18.1750,18.19
20240420,18.1750,18.19
20240419,18.1750,18.19
20240418,17.9159,17.98
20240417,17.2784,17.26
20240416,17.7823,17.75
20240415,17.8687,17.92
20240414,18.9032,18.94
20240413,18.9032,18.94
20240412,18.9032,18.94
20240411,19.8740,19.94
20240410,19.6705,19.82
20240409,19.4784,19.52
20240408,20.3134,20.30
20240407,19.1662,19.06
20240406,19.1662,19.06
20240405,19.1662,19.06
20240404,19.4337,19.38
20240403,18.6368,18.63
20240402,18.6787,18.65
20240401,19.6065,19.74
20240331,20.0141,20.09
20240330,20.0141,20.09
20240329,20.0141,20.09
20240328,20.0141,20.09
20240327,19.4170,19.44
20240326,19.7392,19.68
20240325,20.0185,20.14
20240324,18.0391,18.09
20240323,18.0391,18.09
20240322,18.0391,18.09
20240321,18.4571,18.46
20240320,18.5400,18.65
20240319,18.3077,18.22
20240318,18.9997,18.94
20240317,19.7243,19.57
20240316,19.7243,19.57
20240315,19.7243,19.57
20240314,19.6655,19.62
20240313,20.6814,20.84
20240312,20.2262,20.25
20240311,20.4906,20.44
20240310,19.5963,19.65
20240309,19.5963,19.65
20240308,19.5963,19.65
20240307,19.1883,19.18
20240306,19.0011,18.99
20240305,17.6677,17.54
20240304,19.1024,19.19
20240303,17.7016,17.86
20240302,17.7016,17.86
20240301,17.7016,17.86
20240229,17.5571,17.56
20240228,17.0742,17.10
20240227,16.1433,16.15
20240226,15.4291,15.43
20240225,14.4420,14.47
20240224,14.4420,14.47
20240223,14.4420,14.47
20240222,14.6416,14.74
20240221,14.4351,14.41
20240220,14.7358,14.71
20240219,14.6622,14.70
20240218,14.6622,14.70
20240217,14.6622,14.70
20240216,14.6622,14.70
20240215,14.6668,14.64
20240214,14.6525,14.66
20240213,13.9426,14.00
20240212,14.1361,14.23
20240211,13.4712,13.47
20240210,13.4712,13.47
20240209,13.4712,13.47
20240208,12.8615,12.90
20240207,12.4562,12.51
20240206,12.2084,12.19
20240205,12.0081,12.02
20240204,12.1642,12.17
20240203,12.1642,12.17
20240202,12.1642,12.17
20240201,12.1813,12.19
20240131,12.1241,12.04
20240130,49.3552,49.36
20240129,48.7622,48.93
20240128,47.5398,47.55
20240127,47.5398,47.55
20240126,47.5398,47.55
20240125,45.0738,45.06
20240124,45.0096,44.84
20240123,44.4009,44.41
20240122,45.3966,45.68
20240121,47.4114,47.21
20240120,47.4114,47.21
20240119,47.4114,47.21
20240118,46.3183,46.42
20240117,48.2832,48.58
20240116,48.9025,49.20
20240115,49.5378,49.62
20240114,49.5378,49.62
20240113,49.5378,49.62
20240112,49.5378,49.62
20240111,52.8081,52.92
20240110,51.8740,51.87
20240109,52.9330,52.93
20240108,53.1524,53.15
20240107,49.5381,49.54
20240106,49.5381,49.54
20240105,49.5381,49.54
20240104,50.0000,50.00
